"","grp","subj","sent","seg","item","acc","rt","segtype","contr"
"3012","LCVA",54037,"SO","d",17,1,"1729","other","SOSS"
"3013","LCVA",54037,"SO","c",18,1,"276","other","SOSS"
"3014","LCVA",54037,"SO","d",18,1,"639","other","SOSS"
"3015","LCVA",54037,"SO","c",19,1,"901","other","SOSS"
"3016","LCVA",54037,"SO","d",19,1,"1253","other","SOSS"
"3017","LCVA",54037,"SO","c",20,0,"596","other","SOSS"
"3018","LCVA",54037,"SO","d",20,0,"307","other","SOSS"
"3019","LCVA",54037,"SS","c",11,0,"343","other","SOSS"
"3020","LCVA",54037,"SS","d",11,0,"306","other","SOSS"
"3021","LCVA",54037,"SS","c",12,1,"268","other","SOSS"
"3022","LCVA",54037,"SS","d",12,1,"889","other","SOSS"
"3023","LCVA",54037,"SS","c",13,0,"665","other","SOSS"
"3024","LCVA",54037,"SS","d",13,0,"3707","other","SOSS"
"3025","LCVA",54037,"SS","c",14,1,"503","other","SOSS"
"3026","LCVA",54037,"SS","d",14,1,"277","other","SOSS"
"3027","LCVA",54037,"SS","c",15,1,"522","other","SOSS"
"3028","LCVA",54037,"SS","d",15,1,"515","other","SOSS"
"3029","LCVA",54037,"SS","c",16,1,"915","other","SOSS"
"3030","LCVA",54037,"SS","d",16,1,"896","other","SOSS"
"3031","LCVA",54037,"SS","c",17,1,"409","other","SOSS"
"3032","LCVA",54037,"SS","d",17,1,"377","other","SOSS"
"3033","LCVA",54037,"SS","c",18,1,"363","other","SOSS"
"3034","LCVA",54037,"SS","d",18,1,"628","other","SOSS"
"3035","LCVA",54037,"SS","c",19,1,"1551","other","SOSS"
"3036","LCVA",54037,"SS","d",19,1,"1253","other","SOSS"
"3037","LCVA",54037,"SS","c",20,1,"511","other","SOSS"
"3038","LCVA",54037,"SS","d",20,1,"546","other","SOSS"
"3039","LCVA",54041,"SO","c",11,0,"3103","other","SOSS"
"3040","LCVA",54041,"SO","d",11,0,"2542","other","SOSS"
"3041","LCVA",54041,"SO","c",12,1,"629","other","SOSS"
"3042","LCVA",54041,"SO","d",12,1,"947","other","SOSS"
"3043","LCVA",54041,"SO","c",13,1,"972","other","SOSS"
"3044","LCVA",54041,"SO","c",14,0,"1405","other","SOSS"
"3045","LCVA",54041,"SO","d",14,0,"1237","other","SOSS"
"3046","LCVA",54041,"SO","c",15,1,"475","other","SOSS"
"3047","LCVA",54041,"SO","d",15,1,"4431","other","SOSS"
"3048","LCVA",54041,"SO","c",16,1,"399","other","SOSS"
"3049","LCVA",54041,"SO","d",16,1,"777","other","SOSS"
"3050","LCVA",54041,"SO","c",17,1,"1544","other","SOSS"
"3051","LCVA",54041,"SO","d",17,1,"1425","other","SOSS"
"3052","LCVA",54041,"SO","c",18,0,"621","other","SOSS"
"3053","LCVA",54041,"SO","d",18,0,"583","other","SOSS"
"3054","LCVA",54041,"SO","c",19,1,"532","other","SOSS"
"3055","LCVA",54041,"SO","d",19,1,"2485","other","SOSS"
"3056","LCVA",54041,"SO","c",20,0,"733","other","SOSS"
"3057","LCVA",54041,"SO","d",20,0,"1619","other","SOSS"
"3058","LCVA",54041,"SS","c",11,1,"927","other","SOSS"
"3059","LCVA",54041,"SS","d",11,1,"499","other","SOSS"
"3060","LCVA",54041,"SS","c",12,1,"1036","other","SOSS"
"3061","LCVA",54041,"SS","d",12,1,"1449","other","SOSS"
"3062","LCVA",54041,"SS","c",13,1,"1209","other","SOSS"
"3063","LCVA",54041,"SS","d",13,1,"987","other","SOSS"
"3064","LCVA",54041,"SS","c",14,1,"815","other","SOSS"
"3065","LCVA",54041,"SS","d",14,1,"1141","other","SOSS"
"3066","LCVA",54041,"SS","c",15,1,"898","other","SOSS"
"3067","LCVA",54041,"SS","d",15,1,"979","other","SOSS"
"3068","LCVA",54041,"SS","c",16,1,"867","other","SOSS"
"3069","LCVA",54041,"SS","d",16,1,"1609","other","SOSS"
"3070","LCVA",54041,"SS","c",17,1,"1297","other","SOSS"
"3071","LCVA",54041,"SS","d",17,1,"753","other","SOSS"
"3072","LCVA",54041,"SS","c",18,0,"754","other","SOSS"
"3073","LCVA",54041,"SS","d",18,0,"550","other","SOSS"
"3074","LCVA",54041,"SS","c",19,0,"534","other","SOSS"
"3075","LCVA",54041,"SS","d",19,0,"1669","other","SOSS"
"3076","LCVA",54041,"SS","c",20,1,"2502","other","SOSS"
"3077","LCVA",54041,"SS","d",20,1,"3243","other","SOSS"
"3078","LCVA",54042,"SO","c",11,0,"919","other","SOSS"
"3079","LCVA",54042,"SO","d",11,0,"1525","other","SOSS"
"3080","LCVA",54042,"SO","c",12,0,"141","other","SOSS"
"3081","LCVA",54042,"SO","d",12,0,"451","other","SOSS"
"3082","LCVA",54042,"SO","c",13,1,"1189","other","SOSS"
"3083","LCVA",54042,"SO","d",13,1,"1261","other","SOSS"
"3084","LCVA",54042,"SO","c",14,1,"341","other","SOSS"
"3085","LCVA",54042,"SO","d",14,1,"388","other","SOSS"
"3086","LCVA",54042,"SO","c",15,0,"1179","other","SOSS"
"3087","LCVA",54042,"SO","d",15,0,"974","other","SOSS"
"3088","LCVA",54042,"SO","c",16,0,"655","other","SOSS"
"3089","LCVA",54042,"SO","c",17,0,"1017","other","SOSS"
"3090","LCVA",54042,"SO","d",17,0,"1040","other","SOSS"
"3091","LCVA",54042,"SO","c",18,1,"677","other","SOSS"
"3092","LCVA",54042,"SO","d",18,1,"758","other","SOSS"
"3093","LCVA",54042,"SO","c",19,0,"876","other","SOSS"
"3094","LCVA",54042,"SO","d",19,0,"861","other","SOSS"
"3095","LCVA",54042,"SO","c",20,0,"797","other","SOSS"
"3096","LCVA",54042,"SO","d",20,0,"762","other","SOSS"
"3097","LCVA",54042,"SS","c",11,1,"679","other","SOSS"
"3098","LCVA",54042,"SS","d",11,1,"915","other","SOSS"
"3099","LCVA",54042,"SS","c",12,1,"437","other","SOSS"
"3100","LCVA",54042,"SS","d",12,1,"1889","other","SOSS"
"3101","LCVA",54042,"SS","c",14,1,"311","other","SOSS"
"3102","LCVA",54042,"SS","d",14,1,"749","other","SOSS"
"3103","LCVA",54042,"SS","c",18,1,"523","other","SOSS"
"3104","LCVA",54042,"SS","d",18,1,"572","other","SOSS"
"3105","LCVA",54042,"SS","c",19,0,"431","other","SOSS"
"3106","LCVA",54042,"SS","d",19,0,"1740","other","SOSS"
"3107","LCVA",54044,"SO","c",11,1,"559","other","SOSS"
"3108","LCVA",54044,"SO","d",11,1,"413","other","SOSS"
"3109","LCVA",54044,"SO","c",12,1,"316","other","SOSS"
"3110","LCVA",54044,"SO","d",12,1,"339","other","SOSS"
"3111","LCVA",54044,"SO","c",13,1,"317","other","SOSS"
"3112","LCVA",54044,"SO","d",13,1,"477","other","SOSS"
"3113","LCVA",54044,"SO","c",14,1,"422","other","SOSS"
"3114","LCVA",54044,"SO","d",14,1,"309","other","SOSS"
"3115","LCVA",54044,"SO","c",15,1,"571","other","SOSS"
"3116","LCVA",54044,"SO","d",15,1,"560","other","SOSS"
"3117","LCVA",54044,"SO","c",16,1,"311","other","SOSS"
"3118","LCVA",54044,"SO","d",16,1,"401","other","SOSS"
"3119","LCVA",54044,"SO","c",17,1,"793","other","SOSS"
"3120","LCVA",54044,"SO","d",17,1,"713","other","SOSS"
"3121","LCVA",54044,"SO","c",18,1,"269","other","SOSS"
"3122","LCVA",54044,"SO","d",18,1,"319","other","SOSS"
"3123","LCVA",54044,"SO","c",19,1,"525","other","SOSS"
"3124","LCVA",54044,"SO","d",19,1,"677","other","SOSS"
"3125","LCVA",54044,"SO","c",20,1,"542","other","SOSS"
"3126","LCVA",54044,"SO","d",20,1,"443","other","SOSS"
"3127","LCVA",54044,"SS","c",11,1,"320","other","SOSS"
"3128","LCVA",54044,"SS","d",11,1,"547","other","SOSS"
"3129","LCVA",54044,"SS","c",12,1,"294","other","SOSS"
"3130","LCVA",54044,"SS","d",12,1,"425","other","SOSS"
"3131","LCVA",54044,"SS","c",13,1,"449","other","SOSS"
"3132","LCVA",54044,"SS","d",13,1,"316","other","SOSS"
"3133","LCVA",54044,"SS","c",14,1,"255","other","SOSS"
"3134","LCVA",54044,"SS","d",14,1,"149","other","SOSS"
"3135","LCVA",54044,"SS","c",15,1,"395","other","SOSS"
"3136","LCVA",54044,"SS","d",15,1,"203","other","SOSS"
"3137","LCVA",54044,"SS","c",16,1,"331","other","SOSS"
"3138","LCVA",54044,"SS","d",16,1,"425","other","SOSS"
"3139","LCVA",54044,"SS","c",17,1,"361","other","SOSS"
"3140","LCVA",54044,"SS","d",17,1,"801","other","SOSS"
"3141","LCVA",54044,"SS","c",18,1,"411","other","SOSS"
"3142","LCVA",54044,"SS","d",18,1,"454","other","SOSS"
"3143","LCVA",54044,"SS","c",19,1,"375","other","SOSS"
"3144","LCVA",54044,"SS","d",19,1,"1093","other","SOSS"
"3145","LCVA",54044,"SS","c",20,1,"311","other","SOSS"
"3146","LCVA",54044,"SS","d",20,1,"364","other","SOSS"
"3147","LCVA",54045,"SO","c",11,0,"958","other","SOSS"
"3148","LCVA",54045,"SO","d",11,0,"1118","other","SOSS"
"3149","LCVA",54045,"SO","c",12,0,"1493","other","SOSS"
"3150","LCVA",54045,"SO","d",12,0,"2539","other","SOSS"
"3151","LCVA",54045,"SO","c",13,1,"2949","other","SOSS"
"3152","LCVA",54045,"SO","d",13,1,"2109","other","SOSS"
"3153","LCVA",54045,"SO","c",14,0,"1652","other","SOSS"
"3154","LCVA",54045,"SO","d",14,0,"1212","other","SOSS"
"3155","LCVA",54045,"SO","c",15,0,"1004","other","SOSS"
"3156","LCVA",54045,"SO","d",15,0,"1382","other","SOSS"
"3157","LCVA",54045,"SO","c",17,1,"2625","other","SOSS"
"3158","LCVA",54045,"SO","d",17,1,"1745","other","SOSS"
"3159","LCVA",54045,"SO","c",18,0,"749","other","SOSS"
"3160","LCVA",54045,"SO","d",18,0,"782","other","SOSS"
"3161","LCVA",54045,"SO","c",19,0,"901","other","SOSS"
"3162","LCVA",54045,"SO","d",19,0,"1581","other","SOSS"
"3163","LCVA",54045,"SO","c",20,0,"2100","other","SOSS"
"3164","LCVA",54045,"SO","d",20,0,"971","other","SOSS"
"3165","LCVA",54045,"SS","c",11,1,"1070","other","SOSS"
"3166","LCVA",54045,"SS","d",11,1,"1258","other","SOSS"
"3167","LCVA",54045,"SS","c",12,1,"1452","other","SOSS"
"3168","LCVA",54045,"SS","d",12,1,"1753","other","SOSS"
"3169","LCVA",54045,"SS","c",13,0,"1225","other","SOSS"
"3170","LCVA",54045,"SS","d",13,0,"1411","other","SOSS"
"3171","LCVA",54045,"SS","c",14,0,"3296","other","SOSS"
"3172","LCVA",54045,"SS","d",14,0,"909","other","SOSS"
"3173","LCVA",54045,"SS","c",15,0,"1483","other","SOSS"
"3174","LCVA",54045,"SS","d",15,0,"738","other","SOSS"
"3175","LCVA",54045,"SS","c",16,1,"1219","other","SOSS"
"3176","LCVA",54045,"SS","d",16,1,"2048","other","SOSS"
"3177","LCVA",54045,"SS","c",17,1,"2274","other","SOSS"
"3178","LCVA",54045,"SS","d",17,1,"1161","other","SOSS"
"3179","LCVA",54045,"SS","c",18,1,"979","other","SOSS"
"3180","LCVA",54045,"SS","d",18,1,"1109","other","SOSS"
"3181","LCVA",54045,"SS","c",20,0,"1223","other","SOSS"
"3182","LCVA",54045,"SS","d",20,0,"1618","other","SOSS"
"3183","LCVA",54046,"SO","c",11,1,"687","other","SOSS"
"3184","LCVA",54046,"SO","d",11,1,"885","other","SOSS"
"3185","LCVA",54046,"SO","c",12,1,"324","other","SOSS"
"3186","LCVA",54046,"SO","d",12,1,"275","other","SOSS"
"3187","LCVA",54046,"SO","c",13,0,"788","other","SOSS"
"3188","LCVA",54046,"SO","d",13,0,"781","other","SOSS"
"3189","LCVA",54046,"SO","c",14,1,"389","other","SOSS"
"3190","LCVA",54046,"SO","d",14,1,"437","other","SOSS"
"3191","LCVA",54046,"SO","c",15,1,"771","other","SOSS"
"3192","LCVA",54046,"SO","d",15,1,"991","other","SOSS"
"3193","LCVA",54046,"SO","c",16,1,"310","other","SOSS"
"3194","LCVA",54046,"SO","d",16,1,"464","other","SOSS"
"3195","LCVA",54046,"SO","c",17,1,"977","other","SOSS"
"3196","LCVA",54046,"SO","d",17,1,"960","other","SOSS"
"3197","LCVA",54046,"SO","c",18,1,"541","other","SOSS"
"3198","LCVA",54046,"SO","d",18,1,"439","other","SOSS"
"3199","LCVA",54046,"SO","c",19,1,"869","other","SOSS"
"3200","LCVA",54046,"SO","d",19,1,"605","other","SOSS"
"3201","LCVA",54046,"SO","c",20,1,"349","other","SOSS"
"3202","LCVA",54046,"SO","d",20,1,"411","other","SOSS"
"3203","LCVA",54046,"SS","c",11,1,"470","other","SOSS"
"3204","LCVA",54046,"SS","d",11,1,"531","other","SOSS"
"3205","LCVA",54046,"SS","c",12,1,"260","other","SOSS"
"3206","LCVA",54046,"SS","d",12,1,"153","other","SOSS"
"3207","LCVA",54046,"SS","c",13,1,"497","other","SOSS"
"3208","LCVA",54046,"SS","d",13,1,"420","other","SOSS"
"3209","LCVA",54046,"SS","c",14,1,"510","other","SOSS"
"3210","LCVA",54046,"SS","d",14,1,"316","other","SOSS"
"3211","LCVA",54046,"SS","c",15,1,"467","other","SOSS"
"3212","LCVA",54046,"SS","d",15,1,"347","other","SOSS"
"3213","LCVA",54046,"SS","c",16,1,"307","other","SOSS"
"3214","LCVA",54046,"SS","d",16,1,"352","other","SOSS"
"3215","LCVA",54046,"SS","c",17,1,"448","other","SOSS"
"3216","LCVA",54046,"SS","d",17,1,"680","other","SOSS"
"3217","LCVA",54046,"SS","c",18,1,"275","other","SOSS"
"3218","LCVA",54046,"SS","d",18,1,"581","other","SOSS"
"3219","LCVA",54046,"SS","c",19,0,"462","other","SOSS"
"3220","LCVA",54046,"SS","d",19,0,"541","other","SOSS"
"3221","LCVA",54046,"SS","c",20,1,"206","other","SOSS"
"3222","LCVA",54046,"SS","d",20,1,"890","other","SOSS"
"3223","LCVA",54047,"SO","c",11,0,"1382","other","SOSS"
"3224","LCVA",54047,"SO","d",11,0,"1029","other","SOSS"
"3225","LCVA",54047,"SO","c",12,1,"2573","other","SOSS"
"3226","LCVA",54047,"SO","d",12,1,"1772","other","SOSS"
"3227","LCVA",54047,"SO","c",13,1,"2837","other","SOSS"
"3228","LCVA",54047,"SO","d",13,1,"2141","other","SOSS"
"3229","LCVA",54047,"SO","c",14,0,"1470","other","SOSS"
"3230","LCVA",54047,"SO","d",14,0,"2676","other","SOSS"
"3231","LCVA",54047,"SO","c",15,1,"548","other","SOSS"
"3232","LCVA",54047,"SO","d",15,1,"911","other","SOSS"
"3233","LCVA",54047,"SO","c",16,1,"927","other","SOSS"
"3234","LCVA",54047,"SO","d",16,1,"1682","other","SOSS"
"3235","LCVA",54047,"SO","c",17,0,"1722","other","SOSS"
"3236","LCVA",54047,"SO","d",17,0,"1521","other","SOSS"
"3237","LCVA",54047,"SO","c",18,1,"1789","other","SOSS"
"3238","LCVA",54047,"SO","d",18,1,"1311","other","SOSS"
"3239","LCVA",54047,"SO","c",19,0,"1309","other","SOSS"
"3240","LCVA",54047,"SO","d",19,0,"2341","other","SOSS"
"3241","LCVA",54047,"SO","c",20,0,"1612","other","SOSS"
"3242","LCVA",54047,"SO","d",20,0,"907","other","SOSS"
"3243","LCVA",54047,"SS","c",11,1,"1112","other","SOSS"
"3244","LCVA",54047,"SS","d",11,1,"1020","other","SOSS"
"3245","LCVA",54047,"SS","c",12,1,"1157","other","SOSS"
"3246","LCVA",54047,"SS","d",12,1,"1297","other","SOSS"
"3247","LCVA",54047,"SS","c",13,1,"2497","other","SOSS"
"3248","LCVA",54047,"SS","d",13,1,"1571","other","SOSS"
"3249","LCVA",54047,"SS","c",14,1,"918","other","SOSS"
"3250","LCVA",54047,"SS","d",14,1,"1405","other","SOSS"
"3251","LCVA",54047,"SS","c",16,1,"899","other","SOSS"
"3252","LCVA",54047,"SS","d",16,1,"1425","other","SOSS"
"3253","LCVA",54047,"SS","c",17,1,"1657","other","SOSS"
"3254","LCVA",54047,"SS","d",17,1,"1152","other","SOSS"
"3255","LCVA",54047,"SS","c",18,1,"1410","other","SOSS"
"3256","LCVA",54047,"SS","d",18,1,"1126","other","SOSS"
"3257","LCVA",54047,"SS","c",19,1,"800","other","SOSS"
"3258","LCVA",54047,"SS","d",19,1,"1093","other","SOSS"
"3259","LCVA",54047,"SS","c",20,1,"655","other","SOSS"
"3260","LCVA",54047,"SS","d",20,1,"915","other","SOSS"
"3261","LCVA",54048,"SO","c",11,0,"654","other","SOSS"
"3262","LCVA",54048,"SO","d",11,0,"1310","other","SOSS"
"3263","LCVA",54048,"SO","c",12,0,"205","other","SOSS"
"3264","LCVA",54048,"SO","d",12,0,"987","other","SOSS"
"3265","LCVA",54048,"SO","c",13,1,"364","other","SOSS"
"3266","LCVA",54048,"SO","d",13,1,"1732","other","SOSS"
"3267","LCVA",54048,"SO","c",14,1,"437","other","SOSS"
"3268","LCVA",54048,"SO","d",14,1,"533","other","SOSS"
"3269","LCVA",54048,"SO","c",15,1,"307","other","SOSS"
"3270","LCVA",54048,"SO","d",15,1,"222","other","SOSS"
"3271","LCVA",54048,"SO","c",16,1,"222","other","SOSS"
"3272","LCVA",54048,"SO","d",16,1,"385","other","SOSS"
"3273","LCVA",54048,"SO","c",17,1,"257","other","SOSS"
"3274","LCVA",54048,"SO","d",17,1,"577","other","SOSS"
"3275","LCVA",54048,"SO","c",18,1,"69","other","SOSS"
"3276","LCVA",54048,"SO","d",18,1,"391","other","SOSS"
"3277","LCVA",54048,"SO","c",19,0,"245","other","SOSS"
"3278","LCVA",54048,"SO","d",19,0,"1621","other","SOSS"
"3279","LCVA",54048,"SO","c",20,1,"693","other","SOSS"
"3280","LCVA",54048,"SO","d",20,1,"675","other","SOSS"
"3281","LCVA",54048,"SS","c",11,1,"303","other","SOSS"
"3282","LCVA",54048,"SS","d",11,1,"515","other","SOSS"
"3283","LCVA",54048,"SS","c",12,1,"525","other","SOSS"
"3284","LCVA",54048,"SS","d",12,1,"777","other","SOSS"
"3285","LCVA",54048,"SS","c",13,1,"537","other","SOSS"
"3286","LCVA",54048,"SS","d",13,1,"132","other","SOSS"
"3287","LCVA",54048,"SS","c",14,1,"143","other","SOSS"
"3288","LCVA",54048,"SS","d",14,1,"246","other","SOSS"
"3289","LCVA",54048,"SS","c",15,1,"506","other","SOSS"
"3290","LCVA",54048,"SS","d",15,1,"1146","other","SOSS"
"3291","LCVA",54048,"SS","c",16,1,"75","other","SOSS"
"3292","LCVA",54048,"SS","d",16,1,"73","other","SOSS"
"3293","LCVA",54048,"SS","c",17,1,"201","other","SOSS"
"3294","LCVA",54048,"SS","d",17,1,"560","other","SOSS"
"3295","LCVA",54048,"SS","c",18,1,"107","other","SOSS"
"3296","LCVA",54048,"SS","d",18,1,"140","other","SOSS"
"3297","LCVA",54048,"SS","c",19,1,"247","other","SOSS"
"3298","LCVA",54048,"SS","d",19,1,"252","other","SOSS"
"3299","LCVA",54048,"SS","c",20,1,"591","other","SOSS"
"3300","LCVA",54048,"SS","d",20,1,"379","other","SOSS"
"3301","LCVA",54049,"SO","c",11,1,"639","other","SOSS"
"3302","LCVA",54049,"SO","d",11,1,"1509","other","SOSS"
"3303","LCVA",54049,"SO","c",12,1,"1964","other","SOSS"
"3304","LCVA",54049,"SO","d",12,1,"2682","other","SOSS"
"3305","LCVA",54049,"SO","c",13,0,"4869","other","SOSS"
"3306","LCVA",54049,"SO","d",13,0,"1564","other","SOSS"
"3307","LCVA",54049,"SO","c",14,0,"748","other","SOSS"
"3308","LCVA",54049,"SO","d",14,0,"533","other","SOSS"
"3309","LCVA",54049,"SO","c",15,0,"2747","other","SOSS"
"3310","LCVA",54049,"SO","d",15,0,"503","other","SOSS"
"3311","LCVA",54049,"SO","c",16,1,"591","other","SOSS"
"3312","LCVA",54049,"SO","d",16,1,"1265","other","SOSS"
"3313","LCVA",54049,"SO","c",17,1,"3690","other","SOSS"
"3314","LCVA",54049,"SO","d",17,1,"864","other","SOSS"
"3315","LCVA",54049,"SO","c",18,0,"357","other","SOSS"
"3316","LCVA",54049,"SO","d",18,0,"2334","other","SOSS"
"3317","LCVA",54049,"SO","c",19,0,"2125","other","SOSS"
"3318","LCVA",54049,"SO","d",19,0,"278","other","SOSS"
"3319","LCVA",54049,"SO","c",20,1,"1173","other","SOSS"
"3320","LCVA",54049,"SO","d",20,1,"1331","other","SOSS"
"3321","LCVA",54049,"SS","d",11,0,"1755","other","SOSS"
"3322","LCVA",54049,"SS","c",12,1,"277","other","SOSS"
"3323","LCVA",54049,"SS","d",12,1,"177","other","SOSS"
"3324","LCVA",54049,"SS","c",13,1,"201","other","SOSS"
"3325","LCVA",54049,"SS","d",13,1,"2259","other","SOSS"
"3326","LCVA",54049,"SS","c",14,1,"1191","other","SOSS"
"3327","LCVA",54049,"SS","d",14,1,"1565","other","SOSS"
"3328","LCVA",54049,"SS","c",15,1,"434","other","SOSS"
"3329","LCVA",54049,"SS","d",15,1,"1411","other","SOSS"
"3330","LCVA",54049,"SS","c",16,1,"395","other","SOSS"
"3331","LCVA",54049,"SS","d",16,1,"449","other","SOSS"
"3332","LCVA",54049,"SS","c",17,1,"641","other","SOSS"
"3333","LCVA",54049,"SS","d",17,1,"2041","other","SOSS"
"3334","LCVA",54049,"SS","d",18,1,"453","other","SOSS"
"3335","LCVA",54049,"SS","c",19,0,"1799","other","SOSS"
"3336","LCVA",54049,"SS","d",19,0,"1757","other","SOSS"
"3337","LCVA",54049,"SS","c",20,1,"359","other","SOSS"
"3338","LCVA",54049,"SS","d",20,1,"235","other","SOSS"
"3339","LCVA",54050,"SO","c",11,1,"814","other","SOSS"
"3340","LCVA",54050,"SO","d",11,1,"1821","other","SOSS"
"3341","LCVA",54050,"SO","c",12,1,"597","other","SOSS"
"3342","LCVA",54050,"SO","d",12,1,"371","other","SOSS"
"3343","LCVA",54050,"SO","c",13,1,"404","other","SOSS"
"3344","LCVA",54050,"SO","d",13,1,"1092","other","SOSS"
"3345","LCVA",54050,"SO","c",14,1,"293","other","SOSS"
"3346","LCVA",54050,"SO","d",14,1,"389","other","SOSS"
"3347","LCVA",54050,"SO","c",15,1,"235","other","SOSS"
"3348","LCVA",54050,"SO","d",15,1,"215","other","SOSS"
"3349","LCVA",54050,"SO","c",16,1,"23","other","SOSS"
"3350","LCVA",54050,"SO","d",16,1,"73","other","SOSS"
"3351","LCVA",54050,"SO","c",17,1,"472","other","SOSS"
"3352","LCVA",54050,"SO","d",17,1,"1992","other","SOSS"
"3353","LCVA",54050,"SO","c",18,1,"85","other","SOSS"
"3354","LCVA",54050,"SO","d",18,1,"175","other","SOSS"
"3355","LCVA",54050,"SO","c",19,1,"445","other","SOSS"
"3356","LCVA",54050,"SO","d",19,1,"1484","other","SOSS"
"3357","LCVA",54050,"SO","c",20,1,"230","other","SOSS"
"3358","LCVA",54050,"SO","d",20,1,"410","other","SOSS"
"3359","LCVA",54050,"SS","c",11,1,"822","other","SOSS"
"3360","LCVA",54050,"SS","d",11,1,"314","other","SOSS"
"3361","LCVA",54050,"SS","c",12,1,"229","other","SOSS"
"3362","LCVA",54050,"SS","d",12,1,"769","other","SOSS"
"3363","LCVA",54050,"SS","c",13,1,"288","other","SOSS"
"3364","LCVA",54050,"SS","d",13,1,"362","other","SOSS"
"3365","LCVA",54050,"SS","c",14,1,"223","other","SOSS"
"3366","LCVA",54050,"SS","d",14,1,"525","other","SOSS"
"3367","LCVA",54050,"SS","c",15,1,"146","other","SOSS"
"3368","LCVA",54050,"SS","d",15,1,"274","other","SOSS"
"3369","LCVA",54050,"SS","c",16,1,"490","other","SOSS"
"3370","LCVA",54050,"SS","d",16,1,"353","other","SOSS"
"3371","LCVA",54050,"SS","c",17,1,"360","other","SOSS"
"3372","LCVA",54050,"SS","d",17,1,"281","other","SOSS"
"3373","LCVA",54050,"SS","c",18,1,"259","other","SOSS"
"3374","LCVA",54050,"SS","d",18,1,"37","other","SOSS"
"3375","LCVA",54050,"SS","c",19,1,"334","other","SOSS"
"3376","LCVA",54050,"SS","d",19,1,"436","other","SOSS"
"3377","LCVA",54050,"SS","c",20,1,"255","other","SOSS"
"3378","LCVA",54050,"SS","d",20,1,"43","other","SOSS"
"3379","LCVA",54051,"SO","c",11,1,"414","other","SOSS"
"3380","LCVA",54051,"SO","d",11,1,"357","other","SOSS"
"3381","LCVA",54051,"SO","c",12,1,"238","other","SOSS"
"3382","LCVA",54051,"SO","d",12,1,"315","other","SOSS"
"3383","LCVA",54051,"SO","c",13,0,"836","other","SOSS"
"3384","LCVA",54051,"SO","d",13,0,"204","other","SOSS"
"3385","LCVA",54051,"SO","c",14,1,"982","other","SOSS"
"3386","LCVA",54051,"SO","d",14,1,"2549","other","SOSS"
"3387","LCVA",54051,"SO","c",15,1,"466","other","SOSS"
"3388","LCVA",54051,"SO","d",15,1,"1373","other","SOSS"
"3389","LCVA",54051,"SO","c",16,1,"694","other","SOSS"
"3390","LCVA",54051,"SO","d",16,1,"1032","other","SOSS"
"3391","LCVA",54051,"SO","c",17,1,"681","other","SOSS"
"3392","LCVA",54051,"SO","d",17,1,"1561","other","SOSS"
"3393","LCVA",54051,"SO","c",18,1,"308","other","SOSS"
"3394","LCVA",54051,"SO","d",18,1,"430","other","SOSS"
"3395","LCVA",54051,"SO","c",19,1,"964","other","SOSS"
"3396","LCVA",54051,"SO","d",19,1,"2301","other","SOSS"
"3397","LCVA",54051,"SO","c",20,1,"261","other","SOSS"
"3398","LCVA",54051,"SO","d",20,1,"843","other","SOSS"
"3399","LCVA",54051,"SS","c",11,1,"511","other","SOSS"
"3400","LCVA",54051,"SS","d",11,1,"171","other","SOSS"
"3401","LCVA",54051,"SS","c",12,1,"571","other","SOSS"
"3402","LCVA",54051,"SS","d",12,1,"136","other","SOSS"
"3403","LCVA",54051,"SS","c",13,1,"193","other","SOSS"
"3404","LCVA",54051,"SS","d",13,1,"546","other","SOSS"
"3405","LCVA",54051,"SS","c",14,1,"846","other","SOSS"
"3406","LCVA",54051,"SS","d",14,1,"179","other","SOSS"
"3407","LCVA",54051,"SS","c",15,1,"1298","other","SOSS"
"3408","LCVA",54051,"SS","d",15,1,"1033","other","SOSS"
"3409","LCVA",54051,"SS","c",16,1,"209","other","SOSS"
"3410","LCVA",54051,"SS","d",16,1,"144","other","SOSS"
"3411","LCVA",54051,"SS","c",17,1,"464","other","SOSS"
"3412","LCVA",54051,"SS","d",17,1,"744","other","SOSS"
"3413","LCVA",54051,"SS","c",18,1,"226","other","SOSS"
"3414","LCVA",54051,"SS","d",18,1,"124","other","SOSS"
"3415","LCVA",54051,"SS","c",19,1,"174","other","SOSS"
"3416","LCVA",54051,"SS","d",19,1,"892","other","SOSS"
"3417","LCVA",54051,"SS","c",20,1,"302","other","SOSS"
"3418","LCVA",54051,"SS","d",20,1,"539","other","SOSS"
"3419","LCVA",54052,"SO","c",11,1,"903","other","SOSS"
"3420","LCVA",54052,"SO","d",11,1,"2124","other","SOSS"
"3421","LCVA",54052,"SO","c",12,1,"1101","other","SOSS"
"3422","LCVA",54052,"SO","d",12,1,"1547","other","SOSS"
"3423","LCVA",54052,"SO","c",13,1,"1829","other","SOSS"
"3424","LCVA",54052,"SO","d",13,1,"1373","other","SOSS"
"3425","LCVA",54052,"SO","c",14,0,"1132","other","SOSS"
"3426","LCVA",54052,"SO","d",14,0,"973","other","SOSS"
"3427","LCVA",54052,"SO","c",15,0,"1978","other","SOSS"
"3428","LCVA",54052,"SO","d",15,0,"1190","other","SOSS"
"3429","LCVA",54052,"SO","c",16,1,"1086","other","SOSS"
"3430","LCVA",54052,"SO","d",16,1,"2481","other","SOSS"
